Sector,month,total_monthes,国内生产总值,第一产业,第三产业,第二产业
Communications technology,5,33,220178,13183,115148,91848
Computer hardware,5,33,220178,13183,115148,91848
Computer software,5,33,220178,13183,115148,91848
Construction/infrastructure/gardening,5,33,220178,13183,115148,91848
Customer service and technical support,5,33,220178,13183,115148,91848
Education,5,33,220178,13183,115148,91848
Engineering/machinery/energy,5,33,220178,13183,115148,91848
Finance/auditing/tax,5,33,220178,13183,115148,91848
Graduates,5,33,220178,13183,115148,91848
HR,5,33,220178,13183,115148,91848
Hospital/medical/care,5,33,220178,13183,115148,91848
IT-Management,5,33,220178,13183,115148,91848
"IT-QM, technical support and more",5,33,220178,13183,115148,91848
Insurance,5,33,220178,13183,115148,91848
Internet development and application,5,33,220178,13183,115148,91848
Legal profession/law,5,33,220178,13183,115148,91848
Literature/screenwriting/writing,5,33,220178,13183,115148,91848
"Movies, TV and recreation",5,33,220178,13183,115148,91848
PRs and news media,5,33,220178,13183,115148,91848
Procurement,5,33,220178,13183,115148,91848
Property management,5,33,220178,13183,115148,91848
QMS/safety/environmental protection,5,33,220178,13183,115148,91848
Science & Technology,5,33,220178,13183,115148,91848
Securities/finance/investment,5,33,220178,13183,115148,91848
Senior management,5,33,220178,13183,115148,91848
Trade,5,33,220178,13183,115148,91848
Translation,5,33,220178,13183,115148,91848
General merchandise/chains/retail,5,33,220178,13183,115148,91848
Office administration/logistics,5,33,220178,13183,115148,91848
Real property,5,33,220178,13183,115148,91848
Sales,5,33,220178,13183,115148,91848
,5,33,220178,13183,115148,91848
Beauty and personal care,5,33,220178,13183,115148,91848
Electronics/appliances/semiconductor/instrumentation,5,33,220178,13183,115148,91848
Hotels/tourism,5,33,220178,13183,115148,91848
Fashion/textile/furs,5,33,220178,13183,115148,91848
Production/operation,5,33,220178,13183,115148,91848
Transportation service,5,33,220178,13183,115148,91848
market/marketing,5,33,220178,13183,115148,91848
Security/housekeeping/other,5,33,220178,13183,115148,91848
Restaurants & recreation,5,33,220178,13183,115148,91848
Other,5,33,220178,13183,115148,91848
Logistics/warehousing,5,33,220178,13183,115148,91848
Technical work,5,33,220178,13183,115148,91848
Sales management,5,33,220178,13183,115148,91848
Biology/chemicals/pharmaceuticals/medical equipment,5,33,220178,13183,115148,91848
Biology/chemicals/pharmaceuticals/medical equipment,3,31,198783,8904,112428,77451
Other,3,31,198783,8904,112428,77451
Advertising,6,22,200558.7,13333,104097.2,83128.5
Banking,6,22,200558.7,13333,104097.2,83128.5
Biology/chemicals/pharmaceuticals/medical equipment,6,22,200558.7,13333,104097.2,83128.5
Construction/infrastructure/gardening,6,22,200558.7,13333,104097.2,83128.5
Counsel/consulting,6,22,200558.7,13333,104097.2,83128.5
Customer service and technical support,6,22,200558.7,13333,104097.2,83128.5
Fashion/textile/furs,6,22,200558.7,13333,104097.2,83128.5
General merchandise/chains/retail,6,22,200558.7,13333,104097.2,83128.5
Graduates,6,22,200558.7,13333,104097.2,83128.5
Hotels/tourism,6,22,200558.7,13333,104097.2,83128.5
Insurance,6,22,200558.7,13333,104097.2,83128.5
Literature/screenwriting/writing,6,22,200558.7,13333,104097.2,83128.5
Office administration/logistics,6,22,200558.7,13333,104097.2,83128.5
Procurement,6,22,200558.7,13333,104097.2,83128.5
Production/operation,6,22,200558.7,13333,104097.2,83128.5
Property management,6,22,200558.7,13333,104097.2,83128.5
Real property,6,22,200558.7,13333,104097.2,83128.5
Securities/finance/investment,6,22,200558.7,13333,104097.2,83128.5
Security/housekeeping/other,6,22,200558.7,13333,104097.2,83128.5
Trade,6,22,200558.7,13333,104097.2,83128.5
Restaurants & recreation,6,22,200558.7,13333,104097.2,83128.5
QMS/safety/environmental protection,6,22,200558.7,13333,104097.2,83128.5
Beauty and personal care,6,22,200558.7,13333,104097.2,83128.5
Other,6,22,200558.7,13333,104097.2,83128.5
Transportation service,6,22,200558.7,13333,104097.2,83128.5
Technical work,6,22,200558.7,13333,104097.2,83128.5
,7,23,211595.5,19242.1,107120.5,85233
Advertising,7,23,211595.5,19242.1,107120.5,85233
Art/graphics/Animation design,7,23,211595.5,19242.1,107120.5,85233
Beauty and personal care,7,23,211595.5,19242.1,107120.5,85233
Biology/chemicals/pharmaceuticals/medical equipment,7,23,211595.5,19242.1,107120.5,85233
Computer hardware,7,23,211595.5,19242.1,107120.5,85233
Computer software,7,23,211595.5,19242.1,107120.5,85233
Construction/infrastructure/gardening,7,23,211595.5,19242.1,107120.5,85233
Counsel/consulting,7,23,211595.5,19242.1,107120.5,85233
Electronics/appliances/semiconductor/instrumentation,7,23,211595.5,19242.1,107120.5,85233
Engineering/machinery/energy,7,23,211595.5,19242.1,107120.5,85233
Finance/auditing/tax,7,23,211595.5,19242.1,107120.5,85233
Graduates,7,23,211595.5,19242.1,107120.5,85233
HR,7,23,211595.5,19242.1,107120.5,85233
Hospital/medical/care,7,23,211595.5,19242.1,107120.5,85233
IT-Management,7,23,211595.5,19242.1,107120.5,85233
"IT-QM, technical support and more",7,23,211595.5,19242.1,107120.5,85233
Insurance,7,23,211595.5,19242.1,107120.5,85233
Internet development and application,7,23,211595.5,19242.1,107120.5,85233
Legal profession/law,7,23,211595.5,19242.1,107120.5,85233
Literature/screenwriting/writing,7,23,211595.5,19242.1,107120.5,85233
Logistics/warehousing,7,23,211595.5,19242.1,107120.5,85233
Office administration/logistics,7,23,211595.5,19242.1,107120.5,85233
Procurement,7,23,211595.5,19242.1,107120.5,85233
Production/operation,7,23,211595.5,19242.1,107120.5,85233
Property management,7,23,211595.5,19242.1,107120.5,85233
QMS/safety/environmental protection,7,23,211595.5,19242.1,107120.5,85233
Real property,7,23,211595.5,19242.1,107120.5,85233
Sales,7,23,211595.5,19242.1,107120.5,85233
Sales management,7,23,211595.5,19242.1,107120.5,85233
Securities/finance/investment,7,23,211595.5,19242.1,107120.5,85233
Security/housekeeping/other,7,23,211595.5,19242.1,107120.5,85233
Senior management,7,23,211595.5,19242.1,107120.5,85233
Trade,7,23,211595.5,19242.1,107120.5,85233
General merchandise/chains/retail,7,23,211595.5,19242.1,107120.5,85233
Other,7,23,211595.5,19242.1,107120.5,85233
market/marketing,7,23,211595.5,19242.1,107120.5,85233
Hotels/tourism,7,23,211595.5,19242.1,107120.5,85233
Customer service and technical support,7,23,211595.5,19242.1,107120.5,85233
Transportation service,7,23,211595.5,19242.1,107120.5,85233
Technical work,7,23,211595.5,19242.1,107120.5,85233
Restaurants & recreation,7,23,211595.5,19242.1,107120.5,85233
Education,7,23,211595.5,19242.1,107120.5,85233
,8,24,211595.5,19242.1,107120.5,85233
Advertising,8,24,211595.5,19242.1,107120.5,85233
Art/graphics/Animation design,8,24,211595.5,19242.1,107120.5,85233
Banking,8,24,211595.5,19242.1,107120.5,85233
Communications technology,8,24,211595.5,19242.1,107120.5,85233
Computer hardware,8,24,211595.5,19242.1,107120.5,85233
Computer software,8,24,211595.5,19242.1,107120.5,85233
Construction/infrastructure/gardening,8,24,211595.5,19242.1,107120.5,85233
Counsel/consulting,8,24,211595.5,19242.1,107120.5,85233
Customer service and technical support,8,24,211595.5,19242.1,107120.5,85233
Education,8,24,211595.5,19242.1,107120.5,85233
Electronics/appliances/semiconductor/instrumentation,8,24,211595.5,19242.1,107120.5,85233
Engineering/machinery/energy,8,24,211595.5,19242.1,107120.5,85233
Graduates,8,24,211595.5,19242.1,107120.5,85233
HR,8,24,211595.5,19242.1,107120.5,85233
Hospital/medical/care,8,24,211595.5,19242.1,107120.5,85233
IT-Management,8,24,211595.5,19242.1,107120.5,85233
"IT-QM, technical support and more",8,24,211595.5,19242.1,107120.5,85233
Insurance,8,24,211595.5,19242.1,107120.5,85233
Internet development and application,8,24,211595.5,19242.1,107120.5,85233
Legal profession/law,8,24,211595.5,19242.1,107120.5,85233
Literature/screenwriting/writing,8,24,211595.5,19242.1,107120.5,85233
"Movies, TV and recreation",8,24,211595.5,19242.1,107120.5,85233
Procurement,8,24,211595.5,19242.1,107120.5,85233
Sales management,8,24,211595.5,19242.1,107120.5,85233
Securities/finance/investment,8,24,211595.5,19242.1,107120.5,85233
Security/housekeeping/other,8,24,211595.5,19242.1,107120.5,85233
Senior management,8,24,211595.5,19242.1,107120.5,85233
Trade,8,24,211595.5,19242.1,107120.5,85233
Beauty and personal care,8,24,211595.5,19242.1,107120.5,85233
Hotels/tourism,8,24,211595.5,19242.1,107120.5,85233
Office administration/logistics,8,24,211595.5,19242.1,107120.5,85233
Finance/auditing/tax,8,24,211595.5,19242.1,107120.5,85233
Property management,8,24,211595.5,19242.1,107120.5,85233
Real property,8,24,211595.5,19242.1,107120.5,85233
Sales,8,24,211595.5,19242.1,107120.5,85233
market/marketing,8,24,211595.5,19242.1,107120.5,85233
QMS/safety/environmental protection,8,24,211595.5,19242.1,107120.5,85233
Production/operation,8,24,211595.5,19242.1,107120.5,85233
Restaurants & recreation,8,24,211595.5,19242.1,107120.5,85233
Other,8,24,211595.5,19242.1,107120.5,85233
General merchandise/chains/retail,8,24,211595.5,19242.1,107120.5,85233
Transportation service,8,24,211595.5,19242.1,107120.5,85233
Logistics/warehousing,8,24,211595.5,19242.1,107120.5,85233
Technical work,8,24,211595.5,19242.1,107120.5,85233
Biology/chemicals/pharmaceuticals/medical equipment,8,24,211595.5,19242.1,107120.5,85233
,6,34,220178,13183,115148,91848
Advertising,6,34,220178,13183,115148,91848
Art/graphics/Animation design,6,34,220178,13183,115148,91848
Banking,6,34,220178,13183,115148,91848
Communications technology,6,34,220178,13183,115148,91848
Computer hardware,6,34,220178,13183,115148,91848
Computer software,6,34,220178,13183,115148,91848
Construction/infrastructure/gardening,6,34,220178,13183,115148,91848
Counsel/consulting,6,34,220178,13183,115148,91848
Education,6,34,220178,13183,115148,91848
Engineering/machinery/energy,6,34,220178,13183,115148,91848
Fashion/textile/furs,6,34,220178,13183,115148,91848
Finance/auditing/tax,6,34,220178,13183,115148,91848
Graduates,6,34,220178,13183,115148,91848
HR,6,34,220178,13183,115148,91848
Hospital/medical/care,6,34,220178,13183,115148,91848
Hotels/tourism,6,34,220178,13183,115148,91848
IT-Management,6,34,220178,13183,115148,91848
"IT-QM, technical support and more",6,34,220178,13183,115148,91848
Insurance,6,34,220178,13183,115148,91848
Internet development and application,6,34,220178,13183,115148,91848
Legal profession/law,6,34,220178,13183,115148,91848
Literature/screenwriting/writing,6,34,220178,13183,115148,91848
"Movies, TV and recreation",6,34,220178,13183,115148,91848
Office administration/logistics,6,34,220178,13183,115148,91848
PRs and news media,6,34,220178,13183,115148,91848
Procurement,6,34,220178,13183,115148,91848
QMS/safety/environmental protection,6,34,220178,13183,115148,91848
Real property,6,34,220178,13183,115148,91848
Sales management,6,34,220178,13183,115148,91848
Science & Technology,6,34,220178,13183,115148,91848
Securities/finance/investment,6,34,220178,13183,115148,91848
Senior management,6,34,220178,13183,115148,91848
Trade,6,34,220178,13183,115148,91848
Translation,6,34,220178,13183,115148,91848
Customer service and technical support,6,34,220178,13183,115148,91848
Transportation service,6,34,220178,13183,115148,91848
Electronics/appliances/semiconductor/instrumentation,6,34,220178,13183,115148,91848
Sales,6,34,220178,13183,115148,91848
Production/operation,6,34,220178,13183,115148,91848
Beauty and personal care,6,34,220178,13183,115148,91848
Security/housekeeping/other,6,34,220178,13183,115148,91848
Other,6,34,220178,13183,115148,91848
Property management,6,34,220178,13183,115148,91848
General merchandise/chains/retail,6,34,220178,13183,115148,91848
Logistics/warehousing,6,34,220178,13183,115148,91848
Technical work,6,34,220178,13183,115148,91848
Restaurants & recreation,6,34,220178,13183,115148,91848
market/marketing,6,34,220178,13183,115148,91848
Biology/chemicals/pharmaceuticals/medical equipment,6,34,220178,13183,115148,91848
,7,35,231938,20086,118197,93654
Advertising,7,35,231938,20086,118197,93654
Art/graphics/Animation design,7,35,231938,20086,118197,93654
Banking,7,35,231938,20086,118197,93654
Communications technology,7,35,231938,20086,118197,93654
Computer hardware,7,35,231938,20086,118197,93654
Construction/infrastructure/gardening,7,35,231938,20086,118197,93654
Counsel/consulting,7,35,231938,20086,118197,93654
Engineering/machinery/energy,7,35,231938,20086,118197,93654
Fashion/textile/furs,7,35,231938,20086,118197,93654
Finance/auditing/tax,7,35,231938,20086,118197,93654
HR,7,35,231938,20086,118197,93654
Hospital/medical/care,7,35,231938,20086,118197,93654
IT-Management,7,35,231938,20086,118197,93654
"IT-QM, technical support and more",7,35,231938,20086,118197,93654
Insurance,7,35,231938,20086,118197,93654
Internet development and application,7,35,231938,20086,118197,93654
Legal profession/law,7,35,231938,20086,118197,93654
Literature/screenwriting/writing,7,35,231938,20086,118197,93654
"Movies, TV and recreation",7,35,231938,20086,118197,93654
PRs and news media,7,35,231938,20086,118197,93654
Procurement,7,35,231938,20086,118197,93654
Property management,7,35,231938,20086,118197,93654
Real property,7,35,231938,20086,118197,93654
Sales management,7,35,231938,20086,118197,93654
Securities/finance/investment,7,35,231938,20086,118197,93654
Security/housekeeping/other,7,35,231938,20086,118197,93654
Trade,7,35,231938,20086,118197,93654
General merchandise/chains/retail,7,35,231938,20086,118197,93654
Production/operation,7,35,231938,20086,118197,93654
QMS/safety/environmental protection,7,35,231938,20086,118197,93654
Sales,7,35,231938,20086,118197,93654
Beauty and personal care,7,35,231938,20086,118197,93654
Electronics/appliances/semiconductor/instrumentation,7,35,231938,20086,118197,93654
Customer service and technical support,7,35,231938,20086,118197,93654
Other,7,35,231938,20086,118197,93654
Restaurants & recreation,7,35,231938,20086,118197,93654
Transportation service,7,35,231938,20086,118197,93654
Hotels/tourism,7,35,231938,20086,118197,93654
Technical work,7,35,231938,20086,118197,93654
Logistics/warehousing,7,35,231938,20086,118197,93654
Science & Technology,7,35,231938,20086,118197,93654
Senior management,7,35,231938,20086,118197,93654
market/marketing,7,35,231938,20086,118197,93654
Office administration/logistics,7,35,231938,20086,118197,93654
Computer software,7,35,231938,20086,118197,93654
Biology/chemicals/pharmaceuticals/medical equipment,7,35,231938,20086,118197,93654
,8,36,231938,20086,118197,93654
Advertising,8,36,231938,20086,118197,93654
Art/graphics/Animation design,8,36,231938,20086,118197,93654
Banking,8,36,231938,20086,118197,93654
Beauty and personal care,8,36,231938,20086,118197,93654
Communications technology,8,36,231938,20086,118197,93654
Computer hardware,8,36,231938,20086,118197,93654
Computer software,8,36,231938,20086,118197,93654
Construction/infrastructure/gardening,8,36,231938,20086,118197,93654
Counsel/consulting,8,36,231938,20086,118197,93654
Customer service and technical support,8,36,231938,20086,118197,93654
Education,8,36,231938,20086,118197,93654
Electronics/appliances/semiconductor/instrumentation,8,36,231938,20086,118197,93654
Fashion/textile/furs,8,36,231938,20086,118197,93654
Finance/auditing/tax,8,36,231938,20086,118197,93654
Graduates,8,36,231938,20086,118197,93654
HR,8,36,231938,20086,118197,93654
Hospital/medical/care,8,36,231938,20086,118197,93654
Hotels/tourism,8,36,231938,20086,118197,93654
IT-Management,8,36,231938,20086,118197,93654
"IT-QM, technical support and more",8,36,231938,20086,118197,93654
Insurance,8,36,231938,20086,118197,93654
Internet development and application,8,36,231938,20086,118197,93654
Legal profession/law,8,36,231938,20086,118197,93654
Literature/screenwriting/writing,8,36,231938,20086,118197,93654
"Movies, TV and recreation",8,36,231938,20086,118197,93654
Office administration/logistics,8,36,231938,20086,118197,93654
PRs and news media,8,36,231938,20086,118197,93654
Procurement,8,36,231938,20086,118197,93654
Property management,8,36,231938,20086,118197,93654
Real property,8,36,231938,20086,118197,93654
Science & Technology,8,36,231938,20086,118197,93654
Securities/finance/investment,8,36,231938,20086,118197,93654
Senior management,8,36,231938,20086,118197,93654
Engineering/machinery/energy,8,36,231938,20086,118197,93654
Sales management,8,36,231938,20086,118197,93654
Security/housekeeping/other,8,36,231938,20086,118197,93654
Trade,8,36,231938,20086,118197,93654
QMS/safety/environmental protection,8,36,231938,20086,118197,93654
Sales,8,36,231938,20086,118197,93654
market/marketing,8,36,231938,20086,118197,93654
Other,8,36,231938,20086,118197,93654
Production/operation,8,36,231938,20086,118197,93654
Transportation service,8,36,231938,20086,118197,93654
Restaurants & recreation,8,36,231938,20086,118197,93654
Logistics/warehousing,8,36,231938,20086,118197,93654
Technical work,8,36,231938,20086,118197,93654
General merchandise/chains/retail,8,36,231938,20086,118197,93654
Biology/chemicals/pharmaceuticals/medical equipment,8,36,231938,20086,118197,93654
Education,7,35,231938,20086,118197,93654
Graduates,7,35,231938,20086,118197,93654
,12,28,234582.2,24238.5,114166.9,96176.7
Advertising,12,28,234582.2,24238.5,114166.9,96176.7
Art/graphics/Animation design,12,28,234582.2,24238.5,114166.9,96176.7
Banking,12,28,234582.2,24238.5,114166.9,96176.7
Beauty and personal care,12,28,234582.2,24238.5,114166.9,96176.7
Computer hardware,12,28,234582.2,24238.5,114166.9,96176.7
Computer software,12,28,234582.2,24238.5,114166.9,96176.7
Construction/infrastructure/gardening,12,28,234582.2,24238.5,114166.9,96176.7
Counsel/consulting,12,28,234582.2,24238.5,114166.9,96176.7
Customer service and technical support,12,28,234582.2,24238.5,114166.9,96176.7
Education,12,28,234582.2,24238.5,114166.9,96176.7
Electronics/appliances/semiconductor/instrumentation,12,28,234582.2,24238.5,114166.9,96176.7
Engineering/machinery/energy,12,28,234582.2,24238.5,114166.9,96176.7
Finance/auditing/tax,12,28,234582.2,24238.5,114166.9,96176.7
Graduates,12,28,234582.2,24238.5,114166.9,96176.7
HR,12,28,234582.2,24238.5,114166.9,96176.7
Hospital/medical/care,12,28,234582.2,24238.5,114166.9,96176.7
Hotels/tourism,12,28,234582.2,24238.5,114166.9,96176.7
IT-Management,12,28,234582.2,24238.5,114166.9,96176.7
"IT-QM, technical support and more",12,28,234582.2,24238.5,114166.9,96176.7
Insurance,12,28,234582.2,24238.5,114166.9,96176.7
Internet development and application,12,28,234582.2,24238.5,114166.9,96176.7
Legal profession/law,12,28,234582.2,24238.5,114166.9,96176.7
Literature/screenwriting/writing,12,28,234582.2,24238.5,114166.9,96176.7
Logistics/warehousing,12,28,234582.2,24238.5,114166.9,96176.7
Office administration/logistics,12,28,234582.2,24238.5,114166.9,96176.7
PRs and news media,12,28,234582.2,24238.5,114166.9,96176.7
Procurement,12,28,234582.2,24238.5,114166.9,96176.7
Property management,12,28,234582.2,24238.5,114166.9,96176.7
QMS/safety/environmental protection,12,28,234582.2,24238.5,114166.9,96176.7
Real property,12,28,234582.2,24238.5,114166.9,96176.7
Sales management,12,28,234582.2,24238.5,114166.9,96176.7
Science & Technology,12,28,234582.2,24238.5,114166.9,96176.7
Securities/finance/investment,12,28,234582.2,24238.5,114166.9,96176.7
Security/housekeeping/other,12,28,234582.2,24238.5,114166.9,96176.7
Senior management,12,28,234582.2,24238.5,114166.9,96176.7
Trade,12,28,234582.2,24238.5,114166.9,96176.7
Translation,12,28,234582.2,24238.5,114166.9,96176.7
market/marketing,12,28,234582.2,24238.5,114166.9,96176.7
Production/operation,12,28,234582.2,24238.5,114166.9,96176.7
Transportation service,12,28,234582.2,24238.5,114166.9,96176.7
Sales,12,28,234582.2,24238.5,114166.9,96176.7
Restaurants & recreation,12,28,234582.2,24238.5,114166.9,96176.7
General merchandise/chains/retail,12,28,234582.2,24238.5,114166.9,96176.7
Other,12,28,234582.2,24238.5,114166.9,96176.7
Technical work,12,28,234582.2,24238.5,114166.9,96176.7
Biology/chemicals/pharmaceuticals/medical equipment,12,28,234582.2,24238.5,114166.9,96176.7
,1,29,198783,8904,112428,77451
Art/graphics/Animation design,1,29,198783,8904,112428,77451
Banking,1,29,198783,8904,112428,77451
Biology/chemicals/pharmaceuticals/medical equipment,1,29,198783,8904,112428,77451
Computer software,1,29,198783,8904,112428,77451
Construction/infrastructure/gardening,1,29,198783,8904,112428,77451
Customer service and technical support,1,29,198783,8904,112428,77451
Education,1,29,198783,8904,112428,77451
Electronics/appliances/semiconductor/instrumentation,1,29,198783,8904,112428,77451
Engineering/machinery/energy,1,29,198783,8904,112428,77451
Finance/auditing/tax,1,29,198783,8904,112428,77451
Graduates,1,29,198783,8904,112428,77451
HR,1,29,198783,8904,112428,77451
Hospital/medical/care,1,29,198783,8904,112428,77451
Hotels/tourism,1,29,198783,8904,112428,77451
Internet development and application,1,29,198783,8904,112428,77451
Logistics/warehousing,1,29,198783,8904,112428,77451
Office administration/logistics,1,29,198783,8904,112428,77451
PRs and news media,1,29,198783,8904,112428,77451
Procurement,1,29,198783,8904,112428,77451
Property management,1,29,198783,8904,112428,77451
QMS/safety/environmental protection,1,29,198783,8904,112428,77451
Real property,1,29,198783,8904,112428,77451
Restaurants & recreation,1,29,198783,8904,112428,77451
Sales,1,29,198783,8904,112428,77451
Sales management,1,29,198783,8904,112428,77451
Securities/finance/investment,1,29,198783,8904,112428,77451
Senior management,1,29,198783,8904,112428,77451
Trade,1,29,198783,8904,112428,77451
Translation,1,29,198783,8904,112428,77451
market/marketing,1,29,198783,8904,112428,77451
Security/housekeeping/other,1,29,198783,8904,112428,77451
Production/operation,1,29,198783,8904,112428,77451
General merchandise/chains/retail,1,29,198783,8904,112428,77451
Technical work,1,29,198783,8904,112428,77451
Other,1,29,198783,8904,112428,77451
Transportation service,1,29,198783,8904,112428,77451
Science & Technology,1,29,198783,8904,112428,77451
,2,30,198783,8904,112428,77451
Advertising,2,30,198783,8904,112428,77451
Art/graphics/Animation design,2,30,198783,8904,112428,77451
Banking,2,30,198783,8904,112428,77451
Beauty and personal care,2,30,198783,8904,112428,77451
Communications technology,2,30,198783,8904,112428,77451
Computer software,2,30,198783,8904,112428,77451
Construction/infrastructure/gardening,2,30,198783,8904,112428,77451
Electronics/appliances/semiconductor/instrumentation,2,30,198783,8904,112428,77451
Engineering/machinery/energy,2,30,198783,8904,112428,77451
Finance/auditing/tax,2,30,198783,8904,112428,77451
Graduates,2,30,198783,8904,112428,77451
HR,2,30,198783,8904,112428,77451
IT-Management,2,30,198783,8904,112428,77451
"IT-QM, technical support and more",2,30,198783,8904,112428,77451
Insurance,2,30,198783,8904,112428,77451
Internet development and application,2,30,198783,8904,112428,77451
Legal profession/law,2,30,198783,8904,112428,77451
Literature/screenwriting/writing,2,30,198783,8904,112428,77451
"Movies, TV and recreation",2,30,198783,8904,112428,77451
Office administration/logistics,2,30,198783,8904,112428,77451
PRs and news media,2,30,198783,8904,112428,77451
Procurement,2,30,198783,8904,112428,77451
Property management,2,30,198783,8904,112428,77451
QMS/safety/environmental protection,2,30,198783,8904,112428,77451
Real property,2,30,198783,8904,112428,77451
Sales,2,30,198783,8904,112428,77451
Science & Technology,2,30,198783,8904,112428,77451
Securities/finance/investment,2,30,198783,8904,112428,77451
Senior management,2,30,198783,8904,112428,77451
Trade,2,30,198783,8904,112428,77451
Counsel/consulting,2,30,198783,8904,112428,77451
Hospital/medical/care,2,30,198783,8904,112428,77451
Hotels/tourism,2,30,198783,8904,112428,77451
Restaurants & recreation,2,30,198783,8904,112428,77451
Sales management,2,30,198783,8904,112428,77451
market/marketing,2,30,198783,8904,112428,77451
General merchandise/chains/retail,2,30,198783,8904,112428,77451
Customer service and technical support,2,30,198783,8904,112428,77451
Security/housekeeping/other,2,30,198783,8904,112428,77451
Logistics/warehousing,2,30,198783,8904,112428,77451
Transportation service,2,30,198783,8904,112428,77451
Production/operation,2,30,198783,8904,112428,77451
Technical work,2,30,198783,8904,112428,77451
Biology/chemicals/pharmaceuticals/medical equipment,2,30,198783,8904,112428,77451
Education,2,30,198783,8904,112428,77451
Other,2,30,198783,8904,112428,77451
Counsel/consulting,5,33,220178,13183,115148,91848
